question,answer
건축학과의 수시2차 입학 정원은 어떻게 되나요?,"총 23명으로, 일반고 전형으로 18명, 특성화고 전형으로 5명을 모집합니다. 수시 2차 정원외 특별전형의 모집인원은 23명에 포함하지 않습니다."
건축학과의 일반 전형 입학 정원은 어떻게 되나요?,총 4명 입니다.
건축학과의 정원외 특별전형 입학 정원은 어떻게 되나요?,"수시 2차의 농어촌 전형은 1명, 수급자 및 차상위 전형은 2명입니다. 정시의 농어촌 전형과 수급자 및 차상위 전형은 각각 1명이며, 재외국민(2호) 전형은 2명입니다. 나머지 정원외 특별전형의 모집인원은 제한 없습니다."
실내건축학과의 입학 정원은 어떻게 되나요?,90명 입니다.
실내건축학과가 지원할 수 있는 입학 전형은 어떤게 있나요?,"정원내 특별전형의 어학 특기자 전형을 제외하고 모두 지원할 수 있습니다. 단, 정원외 특별전형은 특정 조건을 만족할 경우에만 지원할 수 있으므로 유의하시기 바랍니다."
실내건축학과의 수시1차 입학 정원은 어떻게 되나요?,"총 63명으로, 일반고 전형으로 44명, 특성화고 전형으로 19명을 모집합니다. 수시 1차 정원외 특별전형의 모집인원은 63명에 포함하지 않습니다."
실내건축학과의 수시2차 입학 정원은 어떻게 되나요?,"총 23명으로, 일반고 전형으로 16명, 특성화고 전형으로 7명을 모집합니다. 수시 2차 정원외 특별전형의 모집인원은 23명에 포함하지 않습니다."
실내건축학과의 일반 전형 입학 정원은 어떻게 되나요?,총 4명 입니다.
실내건축학과의 정원외 특별전형 입학 정원은 어떻게 되나요?,"수시 2차의 농어촌 전형은 1명, 수급자 및 차상위 전형은 2명입니다. 정시의 농어촌 전형과 수급자 및 차상위 전형은 각각 1명이며, 재외국민(2호) 전형은 2명입니다. 나머지 정원외 특별전형의 모집인원은 제한 없습니다."
산업디자인학과의 입학 정원은 어떻게 되나요?,75명 입니다.
산업디자인학과가 지원할 수 있는 입학 전형은 어떤게 있나요?,"정원내 특별전형의 어학 특기자 전형을 제외하고 모두 지원할 수 있습니다. 단, 정원외 특별전형은 특정 조건을 만족할 경우에만 지원할 수 있으므로 유의하시기 바랍니다."
산업디자인학과의 수시1차 입학 정원은 어떻게 되나요?,"총 53명으로, 일반고 전형으로 36명, 특성화고 전형으로 17명을 모집합니다. 수시 1차 정원외 특별전형의 모집인원은 53명에 포함하지 않습니다."
산업디자인학과의 수시2차 입학 정원은 어떻게 되나요?,"총 18명으로, 일반고 전형으로 11명, 특성화고 전형으로 7명을 모집합니다. 수시 2차 정원외 특별전형의 모집인원은 18명에 포함하지 않습니다."
산업디자인학과의 일반 전형 입학 정원은 어떻게 되나요?,총 4명 입니다.
산업디자인학과의 정원외 특별전형 입학 정원은 어떻게 되나요?,"수시 2차의 농어촌 전형은 1명, 수급자 및 차상위 전형은 2명입니다. 정시의 농어촌 전형과 수급자 및 차상위 전형은 각각 1명이며, 재외국민(2호) 전형은 1명입니다. 나머지 정원외 특별전형의 모집인원은 제한 없습니다."
패션디자인학과의 입학 정원은 어떻게 되나요?,75명 입니다.
패션디자인학과가 지원할 수 있는 입학 전형은 어떤게 있나요?,"정원내 특별전형의 어학 특기자 전형을 제외하고 모두 지원할 수 있습니다. 단, 정원외 특별전형은 특정 조건을 만족할 경우에만 지원할 수 있으므로 유의하시기 바랍니다."
패션디자인학과의 수시1차 입학 정원은 어떻게 되나요?,"총 53명으로, 일반고 전형으로 36명, 특성화고 전형으로 17명을 모집합니다. 수시 1차 정원외 특별전형의 모집인원은 53명에 포함하지 않습니다."
패션디자인학과의 수시2차 입학 정원은 어떻게 되나요?,"총 18명으로, 일반고 전형으로 13명, 특성화고 전형으로 5명을 모집합니다. 수시 2차 정원외 특별전형의 모집인원은 18명에 포함하지 않습니다."
패션디자인학과의 일반 전형 입학 정원은 어떻게 되나요?,총 4명 입니다.
패션디자인학과의 정원외 특별전형 입학 정원은 어떻게 되나요?,"수시 2차의 농어촌 전형은 1명, 수급자 및 차상위 전형은 2명입니다. 정시의 농어촌 전형과 수급자 및 차상위 전형은 각각 1명이며, 재외국민(2호) 전형은 1명입니다. 나머지 정원외 특별전형의 모집인원은 제한 없습니다."
항공운항과의 입학 정원은 어떻게 되나요?,160명 입니다.
항공운항과가 지원할 수 있는 입학 전형은 어떤게 있나요?,모든 전형으로 지원할 수 있습니다.
항공운항과의 수시1차 입학 정원은 어떻게 되나요?,"총 112명으로, 일반고 전형으로 90명, 특성화고 전형으로 10명, 영어일어 어학 특기자로 12명을 모집합니다. 수시 1차 정원외 특별전형의 모집인원은 112명에 포함하지 않습니다."
항공운항과의 수시2차 입학 정원은 어떻게 되나요?,"총 40명으로, 일반고 전형으로 32명, 특성화고 전형으로 3명, 영어일어 어학 특기자로 5명 모집합니다. 수시 2차 정원외 특별전형의 모집인원은 40명에 포함하지 않습니다."
항공운항과의 일반 전형 입학 정원은 어떻게 되나요?,총 8명 입니다.
항공운항과의 정원외 특별전형 입학 정원은 어떻게 되나요?,"수시 2차의 농어촌 전형과 수급자 및 차상위 전형은 각각 3명입니다. 정시의 농어촌 전형과 수급자 및 차상위 전형은 각각 1명이며, 재외국민(2호) 전형은 3명입니다. 나머지 정원외 특별전형의 모집인원은 제한 없습니다."
항공경영학과의 입학 정원은 어떻게 되나요?,100명 입니다.
항공경영학과가 지원할 수 있는 입학 전형은 어떤게 있나요?,"정원내 특별전형의 어학 특기자 전형을 제외하고 모두 지원할 수 있습니다. 단, 정원외 특별전형은 특정 조건을 만족할 경우에만 지원할 수 있으므로 유의하시기 바랍니다."
항공경영학과의 수시1차 입학 정원은 어떻게 되나요?,"총 70명으로, 일반고 전형으로 49명, 특성화고 전형으로 21명을 모집합니다. 수시 1차 정원외 특별전형의 모집인원은 70명에 포함하지 않습니다."
항공경영학과의 수시2차 입학 정원은 어떻게 되나요?,"총 25명으로, 일반고 전형으로 20명, 특성화고 전형으로 5명을 모집합니다. 수시 2차 정원외 특별전형의 모집인원은 25명에 포함하지 않습니다."
항공경영학과의 일반 전형 입학 정원은 어떻게 되나요?,총 5명 입니다.
항공경영학과의 정원외 특별전형 입학 정원은 어떻게 되나요?,"수시 2차의 농어촌 전형은 1명, 수급자 및 차상위 전형은 2명입니다. 정시의 농어촌 전형과 수급자 및 차상위 전형은 각각 1명이며, 재외국민(2호) 전형은 2명입니다. 나머지 정원외 특별전형의 모집인원은 제한 없습니다."
관광경영학과의 입학 정원은 어떻게 되나요?,90명 입니다.
관광경영학과가 지원할 수 있는 입학 전형은 어떤게 있나요?,"정원내 특별전형의 어학 특기자 전형을 제외하고 모두 지원할 수 있습니다. 단, 정원외 특별전형은 특정 조건을 만족할 경우에만 지원할 수 있으므로 유의하시기 바랍니다."
관광경영학과의 수시1차 입학 정원은 어떻게 되나요?,"총 63명으로, 일반고 전형으로 44명, 특성화고 전형으로 19명을 모집합니다. 수시 1차 정원외 특별전형의 모집인원은 63명에 포함하지 않습니다."
관광경영학과의 수시2차 입학 정원은 어떻게 되나요?,"총 23명으로, 일반고 전형으로 17명, 특성화고 전형으로 6명을 모집합니다. 수시 2차 정원외 특별전형의 모집인원은 23명에 포함하지 않습니다."
관광경영학과의 일반 전형 입학 정원은 어떻게 되나요?,총 4명 입니다.
관광경영학과의 정원외 특별전형 입학 정원은 어떻게 되나요?,"수시 2차의 농어촌 전형은 1명, 수급자 및 차상위 전형은 2명입니다. 정시의 농어촌 전형과 수급자 및 차상위 전형은 각각 1명이며, 재외국민(2호) 전형은 2명입니다. 나머지 정원외 특별전형의 모집인원은 제한 없습니다."
경영비서학과의 입학 정원은 어떻게 되나요?,90명 입니다.
경영비서학과가 지원할 수 있는 입학 전형은 어떤게 있나요?,"정원내 특별전형의 어학 특기자 전형을 제외하고 모두 지원할 수 있습니다. 단, 정원외 특별전형은 특정 조건을 만족할 경우에만 지원할 수 있으므로 유의하시기 바랍니다."
경영비서학과의 수시1차 입학 정원은 어떻게 되나요?,"총 63명으로, 일반고 전형으로 44명, 특성화고 전형으로 19명을 모집합니다. 수시 1차 정원외 특별전형의 모집인원은 63명에 포함하지 않습니다."
경영비서학과의 수시2차 입학 정원은 어떻게 되나요?,"총 23명으로, 일반고 전형으로 18명, 특성화고 전형으로 5명을 모집합니다. 수시 2차 정원외 특별전형의 모집인원은 23명에 포함하지 않습니다."
경영비서학과의 일반 전형 입학 정원은 어떻게 되나요?,총 4명 입니다.
경영비서학과의 정원외 특별전형 입학 정원은 어떻게 되나요?,"수시 2차의 농어촌 전형은 1명, 수급자 및 차상위 전형은 2명입니다. 정시의 농어촌 전형과 수급자 및 차상위 전형은 각각 1명이며, 재외국민(2호) 전형은 1명입니다. 나머지 정원외 특별전형의 모집인원은 제한 없습니다."
호텔경영학과의 입학 정원은 어떻게 되나요?,95명 입니다.
호텔경영학과가 지원할 수 있는 입학 전형은 어떤게 있나요?,"정원내 특별전형의 어학 특기자 전형을 제외하고 모두 지원할 수 있습니다. 단, 정원외 특별전형은 특정 조건을 만족할 경우에만 지원할 수 있으므로 유의하시기 바랍니다."
호텔경영학과의 수시1차 입학 정원은 어떻게 되나요?,"총 66명으로, 일반고 전형으로 46명, 특성화고 전형으로 20명을 모집합니다. 수시 1차 정원외 특별전형의 모집인원은 66명에 포함하지 않습니다."
호텔경영학과의 수시2차 입학 정원은 어떻게 되나요?,"총 24명으로, 일반고 전형으로 17명, 특성화고 전형으로 7명을 모집합니다. 수시 2차 정원외 특별전형의 모집인원은 24명에 포함하지 않습니다."
호텔경영학과의 일반 전형 입학 정원은 어떻게 되나요?,총 5명 입니다.
호텔경영학과의 정원외 특별전형 입학 정원은 어떻게 되나요?,"수시 2차의 농어촌 전형은 1명, 수급자 및 차상위 전형은 2명입니다. 정시의 농어촌 전형과 수급자 및 차상위 전형은 각각 1명이며, 재외국민(2호) 전형은 2명입니다. 나머지 정원외 특별전형의 모집인원은 제한 없습니다."
물류시스템학과의 입학 정원은 어떻게 되나요?,50명 입니다.
물류시스템학과가 지원할 수 있는 입학 전형은 어떤게 있나요?,"정원내 특별전형의 어학 특기자 전형을 제외하고 모두 지원할 수 있습니다. 단, 정원외 특별전형은 특정 조건을 만족할 경우에만 지원할 수 있으므로 유의하시기 바랍니다."
